"","regspp","region","spp","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"212","AFSC_GOA_Microstomuspacificus","AFSC_GOA","Microstomuspacificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.453827774755,NA,NA,-147.87511884411,NA,NA,-149.87345326556,NA,NA,-147.053793047655,NA,NA,-146.414366766291,NA,NA,-145.645638530207,NA,NA,NA,-146.997846678998,NA,-146.306182157177,NA,-147.52746144019,NA,-147.483243440078,NA,-145.330617697255
"213","AFSC_GOA_Myctophidae","AFSC_GOA","Myctophidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.935267172188,NA,NA,-136.552124866951,NA,NA,-143.442562788658,NA,NA,-140.414740385099,NA,NA,-144.100262274628,NA,NA,-142.673338590479,NA,NA,NA,-139.993070623573,NA,-153.511034843564,NA,-153.019528459484,NA,-162.216639168526,NA,-141.275071085729
"214","AFSC_GOA_Myoxocephalussp.","AFSC_GOA","Myoxocephalussp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.310324296683,NA,NA,-154.592524899664,NA,NA,-158.724296252368,NA,NA,-159.290574270188,NA,NA,-155.862466409101,NA,NA,-156.84570449557,NA,NA,NA,-157.272994986775,NA,-156.426946556078,NA,-156.410872023401,NA,-156.86662535241,NA,-157.475158890932
"215","AFSC_GOA_Neptuneasp.","AFSC_GOA","Neptuneasp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.825670356178,NA,NA,-155.785756385447,NA,NA,-163.663142818792,NA,NA,-151.826657665181,NA,NA,-163.70940047619,NA,NA,-151.285610220067,NA,NA,NA,-156.87791272077,NA,-155.95054564,NA,-153.921539229975,NA,-153.928172784814,NA,-155.890803999107
"216","AFSC_GOA_Nudibranchia","AFSC_GOA","Nudibranchia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.747776478887,NA,NA,-145.721709210105,NA,NA,-144.982515626093,NA,NA,-154.461471001738,NA,NA,-151.761405004117,NA,NA,-151.38094261852,NA,NA,NA,-148.912041390368,NA,-150.453231180787,NA,-157.523833436688,NA,-161.297186200177,NA,-159.572203935514
"217","AFSC_GOA_Oncorhynchusketa","AFSC_GOA","Oncorhynchusketa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.491051088284,NA,NA,-156.879573782944,NA,NA,-145.481485962489,NA,NA,-156.972024385823,NA,NA,-151.275724348382,NA,NA,-148.135395914519,NA,NA,NA,-152.420187964793,NA,-150.968180802246,NA,-150.884608251114,NA,-150.903918367264,NA,-155.199284018894
"218","AFSC_GOA_Oncorhynchuskisutch","AFSC_GOA","Oncorhynchuskisutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.21016579561,NA,NA,-155.325375291407,NA,NA,-145.888898762887,NA,NA,-150.905279666544,NA,NA,-153.19822439367,NA,NA,-146.78692273349,NA,NA,NA,-147.502261149754,NA,-153.509460188326,NA,-146.935823662251,NA,-135.483991934852,NA,-145.880287232731
"219","AFSC_GOA_Oncorhynchustshawytscha","AFSC_GOA","Oncorhynchustshawytscha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.079922676173,NA,NA,-153.60970732121,NA,NA,-147.434297434335,NA,NA,-150.785527086736,NA,NA,-150.182361502,NA,NA,-152.812198600979,NA,NA,NA,-149.352989238725,NA,-150.181375965835,NA,-148.956316018223,NA,-147.293453442425,NA,-148.459539641166
"220","AFSC_GOA_Ophiodonelongatus","AFSC_GOA","Ophiodonelongatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.433385413078,NA,NA,-140.636592621423,NA,NA,-139.450609068288,NA,NA,-141.390959899866,NA,NA,-145.202316719922,NA,NA,-142.997714779971,NA,NA,NA,-140.371284699083,NA,-144.271295176003,NA,-142.133296075766,NA,-144.080572695742,NA,-144.463561021758
"221","AFSC_GOA_Oregoniagracilis","AFSC_GOA","Oregoniagracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.158349335617,NA,NA,-152.324494839643,NA,NA,-155.614056887218,NA,NA,-160.285599186148,NA,NA,-156.586615798995,NA,NA,-153.902622794956,NA,NA,NA,-156.77845683364,NA,-155.359518857962,NA,-155.121938339036,NA,-155.248683952517,NA,-152.699652166752
"222","AFSC_GOA_Osmeridae","AFSC_GOA","Osmeridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.243559765101,NA,NA,-156.765878045977,NA,NA,-147.533674036996,NA,NA,-159.158596256938,NA,NA,-158.194875501355,NA,NA,-154.590946866091,NA,NA,NA,-164.855329179331,NA,-155.963021985705,NA,-155.076239545236,NA,-158.194875501355,NA,-161.255787295082
"223","AFSC_GOA_Paguridae","AFSC_GOA","Paguridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.562146666818,NA,NA,-153.175342574012,NA,NA,-155.930800956783,NA,NA,-155.389696700645,NA,NA,-155.543217771243,NA,NA,-153.300778662026,NA,NA,NA,-151.913245717359,NA,-152.510028735097,NA,-153.640207624842,NA,-155.93804635979,NA,-156.289075342466
"224","AFSC_GOA_Pandalopsisdispar","AFSC_GOA","Pandalopsisdispar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.250199976412,NA,NA,-150.413879065872,NA,NA,-148.79267680266,NA,NA,-150.83619686473,NA,NA,-150.942254027011,NA,NA,-151.055074323419,NA,NA,NA,-148.578686439185,NA,-150.85302442781,NA,-152.379368795981,NA,-150.621297334202,NA,-147.270485693541
"225","AFSC_GOA_Pandaluseous(=borealis)","AFSC_GOA","Pandaluseous(=borealis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.341604907542,NA,NA,-149.734710289884,NA,NA,-151.277833109199,NA,NA,-151.180376249993,NA,NA,-150.646095871341,NA,NA,-150.793250684496,NA,NA,NA,-147.356155029543,NA,-151.920180840416,NA,-154.599115325563,NA,-154.463837041272,NA,-149.748421673066
"226","AFSC_GOA_Pandalushypsinotus","AFSC_GOA","Pandalushypsinotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.988903413897,NA,NA,-155.51624926561,NA,NA,-141.088782816852,NA,NA,-154.960722703984,NA,NA,-154.070857498847,NA,NA,-145.331284410941,NA,NA,NA,-154.199106197184,NA,-150.302567544111,NA,-151.391255474155,NA,-154.62826712143,NA,-160.0454612746
"227","AFSC_GOA_Pandalusplatyceros","AFSC_GOA","Pandalusplatyceros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140.084142470681,NA,NA,-136.070596420294,NA,NA,-135.616713236147,NA,NA,-135.595841897366,NA,NA,-136.923860799205,NA,NA,-136.185530980126,NA,NA,NA,-137.231106023211,NA,-136.647034248433,NA,-138.590564920608,NA,-136.319743974837,NA,-135.917379603521
"228","AFSC_GOA_Parophrysvetulus","AFSC_GOA","Parophrysvetulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.347658411572,NA,NA,-145.891692127903,NA,NA,-144.794095929217,NA,NA,-148.872097761777,NA,NA,-147.384398203874,NA,NA,-146.815843380988,NA,NA,NA,-146.045175884493,NA,-147.060896832024,NA,-149.852513773531,NA,-149.785952899093,NA,-147.604499018615
"229","AFSC_GOA_Pasiphaeapacifica","AFSC_GOA","Pasiphaeapacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.926645321637,NA,NA,-142.89967865663,NA,NA,-145.839179061789,NA,NA,-149.466300440797,NA,NA,-142.882531217941,NA,NA,-144.585599934333,NA,NA,NA,-144.985486368267,NA,-147.411617597394,NA,-151.335015665457,NA,-150.850863575264,NA,-141.345191673859
"230","AFSC_GOA_Patinopectencaurinus","AFSC_GOA","Patinopectencaurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.65429347231,NA,NA,-153.149257958482,NA,NA,-155.780718159518,NA,NA,-146.369178889525,NA,NA,-143.568807576401,NA,NA,-151.269465789409,NA,NA,NA,-154.352583302768,NA,-150.067391958356,NA,-149.266420124669,NA,-148.421143969957,NA,-151.195185609659
"231","AFSC_GOA_Pennatulacea","AFSC_GOA","Pennatulacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.593729099976,NA,NA,-152.837260578192,NA,NA,-156.70284401676,NA,NA,-154.485731374462,NA,NA,-156.020451411481,NA,NA,-152.600616266081,NA,NA,NA,-155.603441267787,NA,-152.005385918957,NA,-143.527361455348,NA,-156.842511711259,NA,-156.680037668666
"232","AFSC_GOA_Placetronwosnessenskii","AFSC_GOA","Placetronwosnessenskii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.026222451993,NA,NA,-162.85821262016,NA,NA,-149.103694400321,NA,NA,-159.582798619934,NA,NA,-162.559888624262,NA,NA,-160.079960350894,NA,NA,NA,-158.230914569875,NA,-160.491393760997,NA,-163.193000699268,NA,-155.315367275563,NA,-165.830732562106
"233","AFSC_GOA_Platichthysstellatus","AFSC_GOA","Platichthysstellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.439471375921,NA,NA,-153.87370126802,NA,NA,-151.883467174735,NA,NA,-153.2039327328,NA,NA,-158.299980978743,NA,NA,-154.362330109139,NA,NA,NA,-154.058315419791,NA,-158.878226188436,NA,-153.606716881414,NA,-155.693105340548,NA,-149.636829435597
"234","AFSC_GOA_Pleurogrammusmonopterygius","AFSC_GOA","Pleurogrammusmonopterygius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.797691369372,NA,NA,-160.74593797871,NA,NA,-166.554453669156,NA,NA,-166.106153418967,NA,NA,-163.643557725211,NA,NA,-162.509696849443,NA,NA,NA,-161.534842500133,NA,-162.378722647088,NA,-162.555770891858,NA,-163.703286412937,NA,-161.823082618751
"235","AFSC_GOA_Pleuronectesquadrituberculatus","AFSC_GOA","Pleuronectesquadrituberculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.194614475304,NA,NA,-157.59073353592,NA,NA,-158.249323357793,NA,NA,-159.079727776342,NA,NA,-158.070328441769,NA,NA,-158.467113338809,NA,NA,NA,-158.808921297015,NA,-157.089256059784,NA,-157.465480287262,NA,-159.71698966128,NA,-158.585908901982
"236","AFSC_GOA_Podothecusaccipenserinus","AFSC_GOA","Podothecusaccipenserinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.037382201515,NA,NA,-157.381907705861,NA,NA,-158.178541450693,NA,NA,-158.935367827072,NA,NA,-160.652670499892,NA,NA,-157.93116665613,NA,NA,NA,-158.573580283497,NA,-161.100705471536,NA,-160.693271157402,NA,-157.093827088308,NA,-155.468700517053
"237","AFSC_GOA_Porifera","AFSC_GOA","Porifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.161377614968,NA,NA,-143.169891957781,NA,NA,-158.355920188532,NA,NA,-160.991249112795,NA,NA,-162.293982940993,NA,NA,-156.515215077198,NA,NA,NA,-162.75550688882,NA,-160.361413423902,NA,-163.146458708796,NA,-159.067309247205,NA,-161.923648464215
"238","AFSC_GOA_Psettichthysmelanostictus","AFSC_GOA","Psettichthysmelanostictus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.900539973961,NA,NA,-140.89024645347,NA,NA,-150.321281317208,NA,NA,-154.093143476279,NA,NA,-153.158826615472,NA,NA,-153.808077498465,NA,NA,NA,-155.480286952608,NA,-154.683155935335,NA,-154.269660894737,NA,-155.272763385995,NA,-154.723254382147
"239","AFSC_GOA_Pycnopodiahelianthoides","AFSC_GOA","Pycnopodiahelianthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.874903825021,NA,NA,-154.053369954606,NA,NA,-145.350131942058,NA,NA,-154.853606620691,NA,NA,-155.461988532884,NA,NA,-154.5776620423,NA,NA,NA,-154.630484328544,NA,-155.733610848791,NA,-153.702604501781,NA,-155.668663468411,NA,-154.363103755034
"240","AFSC_GOA_Rajabinoculata","AFSC_GOA","Rajabinoculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.689571189728,NA,NA,-154.28567110022,NA,NA,-149.371500168698,NA,NA,-150.543011742907,NA,NA,-155.926172678051,NA,NA,-154.381945915208,NA,NA,NA,-153.279134103828,NA,-155.328449196151,NA,-153.455255622005,NA,-152.562685560904,NA,-147.936265665564
"241","AFSC_GOA_Rajarhina","AFSC_GOA","Rajarhina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.759404656387,NA,NA,-145.487753006754,NA,NA,-152.286833858035,NA,NA,-150.751763472195,NA,NA,-150.796005268855,NA,NA,-151.241053383882,NA,NA,NA,-149.470673396968,NA,-150.011290779547,NA,-149.99338333685,NA,-149.74586490639,NA,-149.795606068489
"242","AFSC_GOA_Rhamphocottusrichardsoni","AFSC_GOA","Rhamphocottusrichardsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.00738800885,NA,NA,-158.893151498603,NA,NA,-166.559881516393,NA,NA,-151.103260558055,NA,NA,-158.247009059116,NA,NA,-155.576162818147,NA,NA,NA,-151.318044355315,NA,-153.00074767878,NA,-154.886350257469,NA,-151.584481136571,NA,-153.674556741352
"243","AFSC_GOA_Rossiapacifica","AFSC_GOA","Rossiapacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.309085036435,NA,NA,-147.17323022946,NA,NA,-140.562284923958,NA,NA,-148.166714992067,NA,NA,-149.206556414653,NA,NA,-152.542275719702,NA,NA,NA,-148.015126943925,NA,-145.236496082254,NA,-143.356766294248,NA,-149.671809604645,NA,-156.260761148357
"244","AFSC_GOA_Scyphozoa","AFSC_GOA","Scyphozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.191511005767,NA,NA,-152.559664666653,NA,NA,-147.836014850518,NA,NA,-148.992744535654,NA,NA,-150.746532610845,NA,NA,-145.741687767982,NA,NA,NA,-144.756991922516,NA,-148.655868055801,NA,-141.658496394381,NA,-144.369019917194,NA,-159.520073954571
"245","AFSC_GOA_Sebastesalutus","AFSC_GOA","Sebastesalutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.41417717952,NA,NA,-149.227309452869,NA,NA,-144.921360988366,NA,NA,-148.461102703061,NA,NA,-147.799603348073,NA,NA,-152.584341088434,NA,NA,NA,-149.935016869733,NA,-150.463544658835,NA,-148.260399077904,NA,-150.140249352274,NA,-150.054896008805
"246","AFSC_GOA_Sebastesbabcocki","AFSC_GOA","Sebastesbabcocki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.925345613264,NA,NA,-144.30470374533,NA,NA,-137.526571625026,NA,NA,-137.900668472672,NA,NA,-137.236493035441,NA,NA,-135.537156966271,NA,NA,NA,-140.9316634708,NA,-140.160294617716,NA,-139.598513874748,NA,-141.226831652034,NA,-140.268867032509
"247","AFSC_GOA_Sebastesborealis","AFSC_GOA","Sebastesborealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.197948571525,NA,NA,-151.593388322761,NA,NA,-145.616589444659,NA,NA,-148.260022600039,NA,NA,-147.438159305535,NA,NA,-147.219539247356,NA,NA,NA,-151.423935735133,NA,-147.991512649298,NA,-143.459483559283,NA,-148.757619259884,NA,-148.323936884736
"248","AFSC_GOA_Sebastesbrevispinis","AFSC_GOA","Sebastesbrevispinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.609933225149,NA,NA,-137.053184313392,NA,NA,-138.698086698698,NA,NA,-135.204752744144,NA,NA,-136.182783873641,NA,NA,-137.842763563798,NA,NA,NA,-134.741028935825,NA,-136.610733971766,NA,-135.897296626014,NA,-137.374195755131,NA,-139.85667737218
"249","AFSC_GOA_Sebastescrameri","AFSC_GOA","Sebastescrameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.657717166667,NA,NA,-141.610420549616,NA,NA,-135.905033398664,NA,NA,-139.266668284633,NA,NA,-136.815084863711,NA,NA,-135.482503216538,NA,NA,NA,-135.483584893072,NA,-141.279618058973,NA,-136.165038610125,NA,-135.613297021971,NA,-135.323533037505
"250","AFSC_GOA_Sebasteselongatus","AFSC_GOA","Sebasteselongatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.903869522443,NA,NA,-134.460544331015,NA,NA,-134.662046916074,NA,NA,-134.471644548947,NA,NA,-134.317756454204,NA,NA,-134.280044420548,NA,NA,NA,-134.566224431288,NA,-134.185058803122,NA,-134.644545510415,NA,-134.224051580053,NA,-134.654712201163
"251","AFSC_GOA_Sebasteshelvomaculatus","AFSC_GOA","Sebasteshelvomaculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-138.902942884578,NA,NA,-137.452155232825,NA,NA,-134.380483534726,NA,NA,-135.424403864873,NA,NA,-138.194603410229,NA,NA,-137.909843014817,NA,NA,NA,-139.046264910871,NA,-134.886951842232,NA,-137.041942980962,NA,-136.55107960723,NA,-135.980216011095
"252","AFSC_GOA_Sebastesmaliger","AFSC_GOA","Sebastesmaliger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.514925187097,NA,NA,-148.601024574856,NA,NA,-148.640609582208,NA,NA,-149.42728209309,NA,NA,-134.105421231527,NA,NA,-141.099371866338,NA,NA,NA,-149.628774347826,NA,-140.710734480723,NA,-138.059302648031,NA,-139.826973573709,NA,-148.11785382904
"253","AFSC_GOA_Sebastesmelanops","AFSC_GOA","Sebastesmelanops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.855450756387,NA,NA,-154.225791592074,NA,NA,-159.81246976109,NA,NA,-150.072785898486,NA,NA,-141.068614980797,NA,NA,-149.919415588395,NA,NA,NA,-153.931404544304,NA,-161.5316681039,NA,-154.042467146991,NA,-150.555589361,NA,-161.315838014281
"254","AFSC_GOA_Sebastespinniger","AFSC_GOA","Sebastespinniger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.110184852177,NA,NA,-134.127441618308,NA,NA,-135.780581,NA,NA,-134.27729,NA,NA,-135.731937268083,NA,NA,-134.45375046613,NA,NA,NA,-135.302880245021,NA,-134.111870081513,NA,-136.23982852442,NA,-135.557356792203,NA,-134.135412110219
"255","AFSC_GOA_Sebastespolyspinis","AFSC_GOA","Sebastespolyspinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.639507779126,NA,NA,-155.270794847503,NA,NA,-154.638026266249,NA,NA,-154.373918159794,NA,NA,-156.973214674179,NA,NA,-154.089317182783,NA,NA,NA,-156.24128106358,NA,-160.785305554315,NA,-159.490195711423,NA,-157.627960609506,NA,-157.540101018452
"256","AFSC_GOA_Sebastesproriger","AFSC_GOA","Sebastesproriger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.174200506107,NA,NA,-137.026357569873,NA,NA,-135.771643678585,NA,NA,-134.281415152078,NA,NA,-134.73610246466,NA,NA,-134.574319784703,NA,NA,NA,-134.884164240658,NA,-147.552048615619,NA,-135.197043042086,NA,-135.724490662604,NA,-134.896891489801
"257","AFSC_GOA_Sebastesruberrimus","AFSC_GOA","Sebastesruberrimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.89263618154,NA,NA,-139.245635141359,NA,NA,-141.876545440017,NA,NA,-144.048634816344,NA,NA,-143.978312936501,NA,NA,-145.422450370662,NA,NA,NA,-148.230550130679,NA,-150.410739025738,NA,-140.409167873335,NA,-143.193966168959,NA,-149.722165071224
"258","AFSC_GOA_Sebastessp.","AFSC_GOA","Sebastessp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.048623861931,NA,NA,-149.813873972603,NA,NA,-147.306973815381,NA,NA,-149.302198310162,NA,NA,-151.194056910695,NA,NA,-142.426299445875,NA,NA,NA,-160.243559765101,NA,-156.56865169124,NA,-155.240949832573,NA,-147.352677486083,NA,-148.929759345455
"259","AFSC_GOA_Sebastesvariegatus","AFSC_GOA","Sebastesvariegatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.474409047703,NA,NA,-143.450367133897,NA,NA,-147.708704876175,NA,NA,-150.050811617704,NA,NA,-138.673690247184,NA,NA,-148.266541712588,NA,NA,NA,-144.279965237232,NA,-161.365349098894,NA,-151.057403080123,NA,-142.439401948731,NA,-159.673192202664
"260","AFSC_GOA_Sebasteszacentrus","AFSC_GOA","Sebasteszacentrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.276798376161,NA,NA,-137.48945188023,NA,NA,-136.267367498737,NA,NA,-140.837443418618,NA,NA,-136.908167895022,NA,NA,-141.851248189612,NA,NA,NA,-137.450790195948,NA,-144.620352799638,NA,-139.104246016923,NA,-137.61994002994,NA,-140.607003335436
"261","AFSC_GOA_Sebastolobusalascanus","AFSC_GOA","Sebastolobusalascanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.007204748354,NA,NA,-148.648633831837,NA,NA,-143.374921639019,NA,NA,-146.637358897038,NA,NA,-146.633013776508,NA,NA,-146.718635456401,NA,NA,NA,-149.664576991829,NA,-148.328363017253,NA,-146.502312978869,NA,-147.124799987968,NA,-145.936964570038
"262","AFSC_GOA_Solastersp.","AFSC_GOA","Solastersp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.929759345455,NA,NA,-156.106331009834,NA,NA,-152.163548521201,NA,NA,-161.240560272232,NA,NA,-156.177933765818,NA,NA,-149.077232173179,NA,NA,NA,-154.905647327126,NA,-158.094773505959,NA,-154.586476860216,NA,-155.814669372109,NA,-156.759652095369
"263","AFSC_GOA_Somniosuspacificus","AFSC_GOA","Somniosuspacificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.306218023256,NA,NA,-154.185719047407,NA,NA,-153.237116199861,NA,NA,-152.288809762104,NA,NA,-152.299474361519,NA,NA,-156.46038013145,NA,NA,NA,-157.270398478066,NA,-156.117495946136,NA,-153.932467127554,NA,-156.03129626294,NA,-156.391943222788
"264","AFSC_GOA_Squalusacanthias","AFSC_GOA","Squalusacanthias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.59418692721,NA,NA,-143.785581622683,NA,NA,-148.61397514787,NA,NA,-143.657234399952,NA,NA,-142.076053896564,NA,NA,-147.1992268024,NA,NA,NA,-147.470632307194,NA,-144.360728736684,NA,-143.423264873798,NA,-145.264178192212,NA,-144.271130708297
"265","AFSC_GOA_Strongylocentrotusdroebachiensis","AFSC_GOA","Strongylocentrotusdroebachiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.737891660407,NA,NA,-152.59276183978,NA,NA,-164.135221939807,NA,NA,-158.667792152584,NA,NA,-150.794225722955,NA,NA,-153.098658823094,NA,NA,NA,-155.209001624573,NA,-152.003998326576,NA,-153.955583512773,NA,-156.617023020189,NA,-152.023809604612
"266","AFSC_GOA_Thaleichthyspacificus","AFSC_GOA","Thaleichthyspacificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.468570418971,NA,NA,-149.644229167223,NA,NA,-148.6933731796,NA,NA,-151.523063913467,NA,NA,-150.932776731848,NA,NA,-152.54461257291,NA,NA,NA,-151.16736038414,NA,-150.539535040542,NA,-152.512748858607,NA,-151.558899486223,NA,-150.390798275208
"267","AFSC_GOA_Theragrachalcogramma","AFSC_GOA","Theragrachalcogramma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.23787280133,NA,NA,-154.689556342362,NA,NA,-153.6378515319,NA,NA,-157.75552273576,NA,NA,-155.61744859551,NA,NA,-159.455091790943,NA,NA,NA,-156.928524332672,NA,-155.235326115708,NA,-155.438787154068,NA,-156.237274987514,NA,-155.283149051018
