"regspp","region","spp","year","spp.centroid.lat","spp.centroid.lon","spp.centroid.depth"
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1980",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1981",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1982",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1983",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1984",59.3846486317643,-146.828026489273,130.876242602599
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1985",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1986",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1987",58.2652690367155,-148.193805322787,117.686763111292
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1988",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1989",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1990",57.8936938100599,-148.588149209513,132.410762775187
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1991",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1992",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1993",57.9008870021276,-149.969197235518,132.151413274275
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1994",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1995",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1996",58.0962461896433,-150.299833012487,128.289426976184
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1997",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1998",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","1999",58.3775320979647,-149.449927225018,129.448389079324
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2000",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2001",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2002",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2003",57.4374619401099,-152.718685731974,121.909323119139
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2004",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2005",58.0047767811879,-149.030504935028,145.290896598436
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2006",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2007",58.6380858967471,-148.773993336274,125.779524470352
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2008",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2009",58.1047648477763,-149.487928054186,117.273714856776
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2010",NA,NA,NA
"AFSC_GOA_Lycodespalearis","AFSC_GOA","Lycodespalearis","2011",57.7337762994031,-152.076995806035,128.958118242239
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1963",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1964",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1965",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1966",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1967",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1968",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1969",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1970",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1971",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1972",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1973",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1974",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1975",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1976",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1977",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1978",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1979",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1980",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1981",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1982",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1983",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1984",58.4215626516206,-139.933812550969,255.878085842005
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1985",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1986",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1987",57.6981193056186,-138.189077008825,219.15328678132
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1988",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1989",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1990",56.9088403696791,-137.068968711435,202.890792954342
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1991",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1992",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1993",56.8615153130935,-137.053395813918,229.097154195086
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1994",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1995",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1996",56.8908693398453,-137.533314604746,196.300924263511
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1997",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1998",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","1999",58.1840989194271,-139.54821332282,201.852251964602
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2000",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2001",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2002",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2003",56.6857707937231,-136.829437920187,199.70712692314
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2004",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2005",57.7020172904033,-138.689142800552,189.190198854694
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2006",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2007",57.7804649500259,-138.944309774378,202.208496943244
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2008",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2009",57.2817436297611,-138.85516678315,206.468474035681
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2010",NA,NA,NA
"AFSC_GOA_Lyopsettaexilis","AFSC_GOA","Lyopsettaexilis","2011",58.1403698508628,-139.811030795083,209.130464454037
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1963",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1964",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1965",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1966",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1967",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1968",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1969",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1970",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1971",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1972",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1973",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1974",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1975",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1976",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1977",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1978",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1979",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1980",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1981",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1982",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1983",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1984",57.5227796930846,-149.894533994775,288.468571251201
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1985",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1986",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1987",56.7826512695074,-149.007387036372,278.347077499125
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1988",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1989",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1990",56.8673876878898,-146.167520947029,293.400985285462
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1991",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1992",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1993",57.1046302919805,-147.540449185613,293.8882210616
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1994",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1995",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1996",57.088417003773,-146.57725096429,258.10344856455
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1997",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1998",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","1999",56.1444903067906,-147.301375903008,260.238236430386
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2000",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2001",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2002",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2003",56.0626802489692,-151.025340776471,257.476191255904
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2004",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2005",55.5715518547896,-148.771095133353,201.147807837689
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2006",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2007",56.1008377059656,-151.211971231438,222.130986810525
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2008",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2009",55.8140452372352,-148.884018828958,276.14378524759
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2010",NA,NA,NA
"AFSC_GOA_Malacocottuszonurus","AFSC_GOA","Malacocottuszonurus","2011",55.2216586046598,-152.31784640268,228.726193122456
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1963",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1964",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1965",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1966",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1967",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1968",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1969",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1970",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1971",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1972",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1973",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1974",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1975",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1976",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1977",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1978",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1979",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1980",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1981",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1982",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1983",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1984",57.472528612318,-153.617452154357,105.432280291984
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1985",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1986",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1987",57.6412302384178,-152.256885307073,87.1292681581931
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1988",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1989",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1990",58.1694520472421,-150.84975647177,104.009174560707
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1991",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1992",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1993",58.7696258432454,-146.439536319065,84.0394661612732
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1994",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1995",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1996",59.1567216124876,-147.648212761071,102.785305002879
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1997",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1998",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","1999",57.7178135565897,-151.426588754021,104.611048631643
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2000",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2001",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2002",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2003",57.6943551379695,-152.100745470609,92.7166165668105
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2004",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2005",58.6279580922701,-145.581907102048,79.8982986414645
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2006",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2007",57.5654133208335,-151.223940881224,82.9819484541995
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2008",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2009",57.6791384882993,-153.239238000082,104.4846979858
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2010",NA,NA,NA
"AFSC_GOA_Mallotusvillosus","AFSC_GOA","Mallotusvillosus","2011",58.2900024821026,-148.076050986386,82.7250998135518
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1963",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1964",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1965",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1966",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1967",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1968",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1969",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1970",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1971",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1972",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1973",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1974",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1975",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1976",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1977",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1978",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1979",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1980",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1981",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1982",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1983",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1984",57.3670300301242,-151.541632850371,77.5067593412087
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1985",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1986",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1987",56.9882900273841,-138.978542623278,144.710764630371
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1988",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1989",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1990",57.6595157008142,-152.562981799003,98.7741334378239
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1991",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1992",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1993",57.3945852926209,-151.779381475827,76.3638676844784
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1994",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1995",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1996",55.783363260374,-159.464585184404,89.2750125913534
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1997",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1998",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","1999",56.9813119054544,-154.81755884474,85.9339024252854
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2000",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2001",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2002",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2003",56.6593544932645,-154.008920271896,80.2690597987769
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2004",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2005",55.4010259529031,-158.100898305332,91.0527966909062
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2006",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2007",56.020712245413,-157.628742790302,73.3031375481511
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2008",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2009",56.7947448813406,-155.063450425548,92.6717382060691
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2010",NA,NA,NA
"AFSC_GOA_Metridiumsp.","AFSC_GOA","Metridiumsp.","2011",55.5813198850575,-157.349873103448,90.9080459770115
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1963",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1964",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1965",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1966",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1967",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1968",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1969",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1970",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1971",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1972",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1973",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1974",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1975",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1976",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1977",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1978",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1979",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1980",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1981",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1982",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1983",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1984",58.6040510028297,-150.250192797282,79.7971940753585
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1985",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1986",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1987",59.4590442738971,-141.054268182263,74.6759676217992
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1988",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1989",NA,NA,NA
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1990",59.5087213898891,-143.986741624651,69.8416157697333
"AFSC_GOA_Microgadusproximus","AFSC_GOA","Microgadusproximus","1991",NA,NA,NA
